id,word,word_nikud,category,transliteration,translation_en,audio_file,difficulty,tags,images
1379,גרועות,גְּרוּעוֹת,שמות תואר,Gru'ot,"Terrible/Bad (f, pl)",adj_gruot.wav,2,שמות_תואר,
1380,אחראי,אַחְרַאי,שמות תואר,Achra'i,Responsible (m),adj_achrai.wav,2,שמות_תואר,
1381,אחראית,אַחְרָאִית,שמות תואר,Achra'it,Responsible (f),adj_achrait.wav,2,שמות_תואר,
1382,אחראים,אַחְרָאִים,שמות תואר,Achra'im,"Responsible (m, pl)",adj_achraim.wav,2,שמות_תואר,
1383,אחראיות,אַחְרָאִיּוֹת,שמות תואר,Achra'iyot,"Responsible (f, pl)",adj_achraiyot.wav,2,שמות_תואר,
1384,חפשי,חָפְשִׁי,שמות תואר,Chofshi,Free (m),adj_chofshi.wav,2,שמות_תואר,
1385,חפשיה,חָפְשִׁיָּה,שמות תואר,Chofshiya,Free (f),adj_chofshiya.wav,2,שמות_תואר,
1386,חפשיים,חָפְשִׁיִּים,שמות תואר,Chofshiyim,"Free (m, pl)",adj_chofshiyim.wav,2,שמות_תואר,
1387,חפשיות,חָפְשִׁיּוֹת,שמות תואר,Chofshiyot,"Free (f, pl)",adj_chofshiyot.wav,2,שמות_תואר,
1388,דעת,דַּעַת,מושגים מופשטים,Da'at,Opinion/Mind,abstract_daat.wav,3,מושגים_מופשטים,
1389,זכות,זְכוּת,מושגים מופשטים,Zchut,Right/Privilege,abstract_zchut.wav,3,מושגים_מופשטים,
1390,חובה,חוֹבָה,מושגים מופשטים,Chova,Duty/Obligation,abstract_chova.wav,3,מושגים_מופשטים,
1391,שגיאה,שְׁגִיאָה,מושגים מופשטים,Shgi'a,Mistake/Error,abstract_shgia.wav,3,מושגים_מופשטים,
1392,טעות,טָעוּת,מושגים מופשטים,Ta'ut,Mistake,abstract_taut.wav,3,מושגים_מופשטים,
1393,יתרון,יִתְרוֹן,מושגים מופשטים,Yitron,Advantage,abstract_yitron.wav,3,מושגים_מופשטים,
1394,חסרון,חִסָּרוֹן,מושגים מופשטים,Chisaron,Disadvantage,abstract_chisaron.wav,3,מושגים_מופשטים,
1395,מטרה,מַטָּרָה,מושגים מופשטים,Matara,Goal/Purpose,abstract_matara.wav,3,מושגים_מופשטים,
1396,תוכנית,תּוֹכְנִית,מושגים מופשטים,Tochnit,Plan,abstract_tochnit.wav,3,מושגים_מופשטים,
1397,הפסקה,הַפְסָקָה,מושגים מופשטים,Hafsaka,Break/Pause,abstract_hafsaka.wav,3,מושגים_מופשטים,
1398,חצי שעה,חֲצִי שָׁעָה,צירופי מילים,Chatzi Sha'a,Half an hour,combo_chatzi_shaa.wav,4,צירופי_מילים,
1399,רבע שעה,רֶבַע שָׁעָה,צירופי מילים,Reva Sha'a,Quarter of an hour,combo_reva_shaa.wav,4,צירופי_מילים,
1400,עוד מעט,עוֹד מְעַט,צירופי מילים,Od Me'at,In a little while,combo_od_meat.wav,4,צירופי_מילים,
1401,אחר כך,אַחַר כָּךְ,צירופי מילים,Achar Kach,Afterwards/Later,combo_achar_kach.wav,4,צירופי_מילים,
1402,לפני כן,לִפְנֵי כֵן,צירופי מילים,Lifnei Chen,Before that,combo_lifnei_chen.wav,4,צירופי_מילים,
1403,בקרוב,בְּקָרוֹב,צירופי מילים,Bekarov,Soon,combo_bekarov.wav,4,צירופי_מילים,
1404,כל יום,כָּל יוֹם,צירופי מילים,Kol Yom,Every day,combo_kol_yom.wav,4,צירופי_מילים,
1405,כל הזמן,כָּל הַזְּמַן,צירופי מילים,Kol Hazman,All the time,combo_kol_hazman.wav,4,צירופי_מילים,
1406,פעם ב...,פַּעַם בְּ...,צירופי מילים,Pa'am Be...,Once in a...,combo_paam_be.wav,4,צירופי_מילים,
1407,יום יום,יוֹם יוֹם,צירופי מילים,Yom Yom,Daily,combo_yom_yom.wav,4,צירופי_מילים,
1408,למשל,לְמָשָׁל,צירופי מילים,Lemashal,For example,combo_lemashal.wav,4,צירופי_מילים,
1409,בערך,בְּעֵרֶךְ,צירופי מילים,Be'erech,Approximately/About,combo_beerech.wav,4,צירופי_מילים,
1410,ביחד,בְּיַחַד,צירופי מילים,Beyachad,Together,combo_beyachad.wav,4,צירופי_מילים,
1411,לבד,לְבַד,צירופי מילים,Levad,Alone,combo_levad.wav,4,צירופי_מילים,
1412,כמובן,כַּמּוּבָן,צירופי מילים,Kamuván,Of course,combo_kamuvan.wav,4,צירופי_מילים,
1413,בודאי,בְּוַדַּאי,צירופי מילים,Bevadai,Certainly/Surely,combo_bevadai.wav,4,צירופי_מילים,
1414,בדיוק,בְּדִיּוּק,צירופי מילים,Bediyuk,Exactly,combo_bediyuk.wav,4,צירופי_מילים,
1415,כמעט,כִּמְעַט,צירופי מילים,Kim'at,Almost,combo_kimat.wav,4,צירופי_מילים,
1416,מספיק,מַסְפִּיק,צירופי מילים,Maspik,Enough,combo_maspik.wav,4,צירופי_מילים,
1417,יכול להיות,יָכוֹל לִהְיוֹת,צירופי מילים,Yachol Lihyot,Maybe/Could be,combo_yachol_lihyot.wav,4,צירופי_מילים,
1418,חבל,חֲבָל,צירופי מילים,Chaval,Pity/Too bad,combo_chaval.wav,4,צירופי_מילים,
1419,חבל על הזמן,חֲבָל עַל הַזְּמַן,צירופי מילים,Chaval Al Hazman,Great! / Waste of time (context),combo_chaval_al_hazman.wav,4,צירופי_מילים,
1420,אין לי מושג,אֵין לִי מוּשָׂג,צירופי מילים,Ein Li Musag,I have no idea,combo_ein_li_musag.wav,4,צירופי_מילים,
1421,מה הקשר,מָה הַקֶּשֶׁר,צירופי מילים,Ma Hakesher?,What's the connection?/That's irrelevant,combo_ma_hakesher.wav,4,צירופי_מילים,
1422,איזה יופי,אֵיזֶה יוֹפִי,צירופי מילים,Eizeh Yofi,How nice!,combo_eizeh_yofi.wav,4,צירופי_מילים,
1423,סבבה,סַבָּבָּה,צירופי מילים,Sababa,Cool/Great,combo_sababa.wav,4,צירופי_מילים,
1424,בלגן שלם,בָּלָגָן שָׁלֵם,צירופי מילים,Balagan Shalem,Complete mess,combo_balagan_shalem.wav,4,צירופי_מילים,
1425,ראש גדול,רֹאשׁ גָּדוֹל,צירופי מילים,Rosh Gadol,Taking initiative (idiom),combo_rosh_gadol.wav,4,צירופי_מילים,
1426,ראש קטן,רֹאשׁ קָטָן,צירופי מילים,Rosh Katan,Not taking initiative (idiom),combo_rosh_katan.wav,4,צירופי_מילים,
1427,עצמי,עַצְמִי,צורות גוף,Atzmi,Myself,pronoun_atzmi.wav,3,צורות_גוף,
1428,עצמך,עַצְמְךָ,צורות גוף,Atzmecha,Yourself (m),pronoun_atzmecha.wav,3,צורות_גוף,
1429,עצמך,עַצְמֵךְ,צורות גוף,Atzmech,Yourself (f),pronoun_atzmech.wav,3,צורות_גוף,
1430,עצמו,עַצְמוֹ,צורות גוף,Atzmo,Himself,pronoun_atzmo.wav,3,צורות_גוף,
1431,עצמה,עַצְמָהּ,צורות גוף,Atzmah,Herself,pronoun_atzmah.wav,3,צורות_גוף,
1432,עצמנו,עַצְמֵנוּ,צורות גוף,Atzmenu,Ourselves,pronoun_atzmenu.wav,3,צורות_גוף,
1433,עצמכם,עַצְמְכֶם,צורות גוף,Atzmechem,Yourselves (m), pl,3,צורות_גוף,
1434,עצמכן,עַצְמְכֶן,צורות גוף,Atzmachen,Yourselves (f), pl,3,צורות_גוף,
1435,עצמם,עַצְמָם,צורות גוף,Atzmam,Themselves (m), pl,3,צורות_גוף,
1436,עצמן,עַצְמָן,צורות גוף,Atzman,Themselves (f), pl,3,צורות_גוף,
1437,הסתכל,הִסְתַּכֵּל,פעלים - ציווי,Histakel,"Look (m, imperative)",verb_histakel.wav,3,פעלים_-_ציווי,
1438,הסתכלי,הִסְתַּכְּלִי,פעלים - ציווי,Histakli,"Look (f, imperative)",verb_histakli.wav,3,פעלים_-_ציווי,
1439,הסתכלו,הִסְתַּכְּלוּ,פעלים - ציווי רבים,Histaklu,"Look (pl, imperative)",verb_histaklu.wav,3,פעלים_-_ציווי_רבים,
1440,הקשב,הַקְשֵׁב,פעלים - ציווי,Hakshev,"Listen (m, imperative)",verb_hakshev.wav,3,פעלים_-_ציווי,
1441,הקשיבי,הַקְשִׁיבִי,פעלים - ציווי,Hakshivi,"Listen (f, imperative)",verb_hakshivi.wav,3,פעלים_-_ציווי,
1442,הקשיבו,הַקְשִׁיבוּ,פעלים - ציווי רבים,Hakshivu,"Listen (pl, imperative)",verb_hakshivu.wav,3,פעלים_-_ציווי_רבים,
1443,חכה,חַכֵּה,פעלים - ציווי,Chakeh,"Wait (m, imperative)",verb_chakeh.wav,3,פעלים_-_ציווי,
1444,חכי,חַכִּי,פעלים - ציווי,Chaki,"Wait (f, imperative)",verb_chaki.wav,3,פעלים_-_ציווי,
1445,חכו,חַכּוּ,פעלים - ציווי רבים,Chaku,"Wait (pl, imperative)",verb_chaku.wav,3,פעלים_-_ציווי_רבים,
1446,נסה,נַסֵּה,פעלים - ציווי,Naseh,"Try (m, imperative)",verb_naseh.wav,3,פעלים_-_ציווי,
1447,נסי,נַסִּי,פעלים - ציווי,Nasi,"Try (f, imperative)",verb_nasi.wav,3,פעלים_-_ציווי,
1448,נסו,נַסּוּ,פעלים - ציווי רבים,Nasu,"Try (pl, imperative)",verb_nasu.wav,3,פעלים_-_ציווי_רבים,
1449,שלם,שַׁלֵּם,פעלים - ציווי,Shalem,"Pay (m, imperative)",verb_shalem.wav,3,פעלים_-_ציווי,
1450,שלמי,שַׁלְּמִי,פעלים - ציווי,Shalmi,"Pay (f, imperative)",verb_shalmi.wav,3,פעלים_-_ציווי,
1451,שלמו,שַׁלְּמוּ,פעלים - ציווי רבים,Shalmu,"Pay (pl, imperative)",verb_shalmu.wav,3,פעלים_-_ציווי_רבים,
1452,ספר,סַפֵּר,פעלים - ציווי,Saper,"Tell (m, imperative)",verb_saper.wav,3,פעלים_-_ציווי,
1453,ספרי,סַפְּרִי,פעלים - ציווי,Sapri,"Tell (f, imperative)",verb_sapri.wav,3,פעלים_-_ציווי,
1454,ספרו,סַפְּרוּ,פעלים - ציווי רבים,Sapru,"Tell (pl, imperative)",verb_sapru.wav,3,פעלים_-_ציווי_רבים,
1455,הרגיש,הִרְגִּישׁ,פעלים - עבר,Hirgish,Felt (m),verb_hirgish.wav,4,פעלים_-_עבר,
1456,הרגישה,הִרְגִּישָׁה,פעלים - עבר,Hirgisha,Felt (f),verb_hirgisha.wav,4,פעלים_-_עבר,
1457,הרגישו,הִרְגִּישׁוּ,פעלים - עבר,Hirgishu,Felt (pl),verb_hirgishu.wav,4,פעלים_-_עבר,
1458,הסתכל,הִסְתַּכֵּל,פעלים - עבר,Histakel,Looked (m),verb_histakel.wav,4,פעלים_-_עבר,
1459,הסתכלה,הִסְתַּכְּלָה,פעלים - עבר,Histakla,Looked (f),verb_histakla.wav,4,פעלים_-_עבר,
1460,הסתכלו,הִסְתַּכְּלוּ,פעלים - עבר,Histaklu,Looked (pl),verb_histaklu.wav,4,פעלים_-_עבר,
1461,הקשיב,הִקְשִׁיב,פעלים - עבר,Hikshiv,Listened (m),verb_hikshiv.wav,4,פעלים_-_עבר,
1462,הקשיבה,הִקְשִׁיבָה,פעלים - עבר,Hikshiva,Listened (f),verb_hikshiva.wav,4,פעלים_-_עבר,
1463,הקשיבו,הִקְשִׁיבוּ,פעלים - עבר,Hikshivu,Listened (pl),verb_hikshivu.wav,4,פעלים_-_עבר,
1464,זכר,זָכַר,פעלים - עבר,Zachar,Remembered (m),verb_zachar.wav,4,פעלים_-_עבר,
1465,זכרה,זָכְרָה,פעלים - עבר,Zachra,Remembered (f),verb_zachra.wav,4,פעלים_-_עבר,
1466,זכרו,זָכְרוּ,פעלים - עבר,Zachru,Remembered (pl),verb_zachru.wav,4,פעלים_-_עבר,
1467,שכח,שָׁכַח,פעלים - עבר,Shachach,Forgot (m),verb_shachach.wav,4,פעלים_-_עבר,
1468,שכחה,שָׁכְחָה,פעלים - עבר,Shachcha,Forgot (f),verb_shachcha.wav,4,פעלים_-_עבר,
1469,שכחו,שָׁכְחוּ,פעלים - עבר,Shachchu,Forgot (pl),verb_shachchu.wav,4,פעלים_-_עבר,
1470,ירגיש,יַרְגִּישׁ,פעלים - עתיד,Yargish,Will feel (m),verb_yargish.wav,4,פעלים_-_עתיד,
1471,תרגיש,תַּרְגִּישׁ,פעלים - עתיד,Targish,Will feel (f),verb_targish.wav,4,פעלים_-_עתיד,
1472,ירגישו,יַרְגִּישׁוּ,פעלים - עתיד,Yargishu,Will feel (pl),verb_yargishu.wav,4,פעלים_-_עתיד,
1473,יסתכל,יִסְתַּכֵּל,פעלים - עתיד,Yistakel,Will look (m),verb_yistakel.wav,4,פעלים_-_עתיד,
1474,תסתכל,תִּסְתַּכֵּל,פעלים - עתיד,Tistakel,Will look (f),verb_tistakel.wav,4,פעלים_-_עתיד,
1475,יסתכלו,יִסְתַּכְּלוּ,פעלים - עתיד,Yistaklu,Will look (pl),verb_yistaklu.wav,4,פעלים_-_עתיד,
1476,יקשיב,יַקְשִׁיב,פעלים - עתיד,Yakshiv,Will listen (m),verb_yakshiv.wav,4,פעלים_-_עתיד,
1477,תקשיב,תַּקְשִׁיב,פעלים - עתיד,Takshiv,Will listen (f),verb_takshiv.wav,4,פעלים_-_עתיד,
1478,יקשיבו,יַקְשִׁיבוּ,פעלים - עתיד,Yakshivu,Will listen (pl),verb_yakshivu.wav,4,פעלים_-_עתיד,
1479,כלים,כֵּלִים,צורות רבים,Kelim,Tools/Utensils,noun_kelim.wav,3,צורות_רבים,
1480,מפתחות,מַפְתְּחוֹת,צורות רבים,Maftechot,Keys,noun_maftechot.wav,3,צורות_רבים,
1481,בקבוקים,בַּקְבּוּקִים,צורות רבים,Bakbukim,Bottles,noun_bakbukim.wav,3,צורות_רבים,
1482,כוסות,כּוֹסוֹת,צורות רבים,Kosot,Cups/Glasses,noun_kosot.wav,3,צורות_רבים,
1483,צלחות,צַלָּחוֹת,צורות רבים,Tzalachot,Plates,noun_tzalachot.wav,3,צורות_רבים,
1484,סכינים,סַכִּינִים,צורות רבים,Sakinim,Knives,noun_sakinim.wav,3,צורות_רבים,
1485,מזלגות,מַזְלְגוֹת,צורות רבים,Mazlegot,Forks,noun_mazlegot.wav,3,צורות_רבים,
1486,כפות,כַּפּוֹת,צורות רבים,Kapot,Spoons,noun_kapot.wav,3,צורות_רבים,
1487,חולצות,חוּלְצוֹת,צורות רבים,Chultzot,Shirts,noun_chultzot.wav,3,צורות_רבים,
1488,מכנסים,מִכְנָסַיִם,צורות רבים,Michnasayim,Pants,noun_michnasayim.wav,3,צורות_רבים,
1489,שמלות,שְׂמָלוֹת,צורות רבים,Smalot,Dresses,noun_smalot.wav,3,צורות_רבים,
1490,נעלים,נַעֲלַיִם,צורות רבים,Na'alayim,Shoes,noun_naalayim.wav,3,צורות_רבים,
1491,כובעים,כּוֹבָעִים,צורות רבים,Kova'im,Hats,noun_kovaim.wav,3,צורות_רבים,
1492,מעילים,מְעִילִים,צורות רבים,Me'ilim,Coats/Jackets,noun_meilim.wav,3,צורות_רבים,
1493,גרבים,גַּרְבַּיִם,צורות רבים,Garbayim,Socks,noun_garbayim.wav,3,צורות_רבים,
1494,מורים,מוֹרִים,צורות רבים,Morim,Teachers (m, pl),3,צורות_רבים,
1495,מורות,מוֹרוֹת,צורות רבים,Morot,Teachers (f, pl),3,צורות_רבים,
1496,רופאים,רוֹפְאִים,צורות רבים,Rof'im,Doctors (m, pl),3,צורות_רבים,
1497,רופאות,רוֹפְאוֹת,צורות רבים,Rof'ot,Doctors (f, pl),3,צורות_רבים,
1498,שוטרים,שׁוֹטְרִים,צורות רבים,Shotrim,Policemen,noun_shotrim.wav,3,צורות_רבים,
1499,שוטרות,שׁוֹטְרוֹת,צורות רבים,Shotrot,Policewomen,noun_shotrot.wav,3,צורות_רבים,
1500,מהנדסים,מְהַנְדְּסִים,צורות רבים,Mehandesim,Engineers (m, pl),3,צורות_רבים,
1501,מהנדסות,מְהַנְדְּסוֹת,צורות רבים,Mehandesot,Engineers (f, pl),3,צורות_רבים,
1502,טבחים,טַבָּחִים,צורות רבים,Tabachim,Cooks/Chefs (m, pl),3,צורות_רבים,
1503,טבחיות,טַבָּחִיּוֹת,צורות רבים,Tabachiyot,Cooks/Chefs (f, pl),3,צורות_רבים,
1504,נהגים,נֶהָגִים,צורות רבים,Nahagim,Drivers (m, pl),3,צורות_רבים,
1505,נהגות,נֶהָגוֹת,צורות רבים,Nahagot,Drivers (f, pl),3,צורות_רבים,
1506,חילים,חַיָּלִים,צורות רבים,Chayalim,Soldiers (m, pl),3,צורות_רבים,
1507,חילות,חַיָּלוֹת,צורות רבים,Chayalot,Soldiers (f, pl),3,צורות_רבים,
1508,בתי ספר,בָּתֵּי סֵפֶר,צורות רבים,Batei Sefer,Schools,noun_batei_sefer.wav,3,צורות_רבים,
1509,בתי חולים,בָּתֵּי חוֹלִים,צורות רבים,Batei Cholim,Hospitals,noun_batei_cholim.wav,3,צורות_רבים,
1510,חנויות,חֲנוּיוֹת,צורות רבים,Chanuyot,Stores/Shops,noun_chanuyot.wav,3,צורות_רבים,
1511,רחובות,רְחוֹבוֹת,צורות רבים,Rechovot,Streets,noun_rechovot.wav,3,צורות_רבים,
1512,ערים,עָרִים,צורות רבים,Arim,Cities,noun_arim.wav,3,צורות_רבים,
1513,ימים,יַמִּים,צורות רבים,Yamim,Seas,noun_yamim_seas.wav,3,צורות_רבים,
1514,הרים,הָרִים,צורות רבים,Harim,Mountains,noun_harim.wav,3,צורות_רבים,
1515,יערות,יְעָרוֹת,צורות רבים,Ye'arot,Forests,noun_yearot.wav,3,צורות_רבים,
1516,שדות,שָׂדוֹת,צורות רבים,Sadot,Fields,noun_sadot.wav,3,צורות_רבים,
1517,אבנים,אֲבָנִים,צורות רבים,Avanim,Stones,noun_avanim.wav,3,צורות_רבים,
1518,פרחים,פְּרָחִים,צורות רבים,Prachim,Flowers,noun_prachim.wav,3,צורות_רבים,
1519,עצים,עֵצִים,צורות רבים,Etzim,Trees,noun_etzim.wav,3,צורות_רבים,
1520,עננים,עֲנָנִים,צורות רבים,Ananim,Clouds,noun_ananim.wav,3,צורות_רבים,
1521,כוכבים,כּוֹכָבִים,צורות רבים,Kochavim,Stars,noun_kochavim.wav,3,צורות_רבים,
1522,פרות,פֵּרוֹת,צורות רבים,Perot,Fruits,noun_perot.wav,3,צורות_רבים,
1523,ירקות,יְרָקוֹת,צורות רבים,Yerakot,Vegetables,noun_yerakot.wav,3,צורות_רבים,
1524,מים,מַיִם,צורות רבים,Mayim,Water,noun_mayim.wav,3,צורות_רבים,
1525,ביצים,בֵּיצִים,צורות רבים,Beitzim,Eggs,noun_beitzim.wav,3,צורות_רבים,
1526,גבינות,גְּבִינוֹת,צורות רבים,Gvinot,Cheeses,noun_gvinot.wav,3,צורות_רבים,
1527,עוגות,עוּגוֹת,צורות רבים,Ugot,Cakes,noun_ugot.wav,3,צורות_רבים,
1528,מלא,מָלֵא,שמות תואר,Male,Full (m),adj_male.wav,2,שמות_תואר,
1529,מלאה,מְלֵאָה,שמות תואר,Mele'a,Full (f),adj_melea.wav,2,שמות_תואר,
1530,מלאים,מְלֵאִים,שמות תואר,Mele'im,"Full (m, pl)",adj_meleim.wav,2,שמות_תואר,
1531,מלאות,מְלֵאוֹת,שמות תואר,Mele'ot,"Full (f, pl)",adj_meleot.wav,2,שמות_תואר,
1532,ריק,רֵיק,שמות תואר,Rek,Empty (m),adj_rek.wav,2,שמות_תואר,
1533,ריקה,רֵיקָה,שמות תואר,Reka,Empty (f),adj_reka.wav,2,שמות_תואר,
1534,ריקים,רֵיקִים,שמות תואר,Rekim,"Empty (m, pl)",adj_rekim.wav,2,שמות_תואר,
1535,ריקות,רֵיקוֹת,שמות תואר,Rekot,"Empty (f, pl)",adj_rekot.wav,2,שמות_תואר,
1536,ארך,אָרֹךְ,שמות תואר,Aroch,Long (m),adj_aroch.wav,2,שמות_תואר,
1537,ארכה,אֲרֻכָּה,שמות תואר,Aruka,Long (f),adj_aruka.wav,2,שמות_תואר,
1538,ארכים,אֲרֻכִּים,שמות תואר,Arukim,"Long (m, pl)",adj_arukim.wav,2,שמות_תואר,
1539,ארכות,אֲרֻכּוֹת,שמות תואר,Arukot,"Long (f, pl)",adj_arukot.wav,2,שמות_תואר,
1540,קצר,קָצָר,שמות תואר,Katzar,Short (m),adj_katzar.wav,2,שמות_תואר,
1541,קצרה,קְצָרָה,שמות תואר,Ktzara,Short (f),adj_ktzara.wav,2,שמות_תואר,
1542,קצרים,קְצָרִים,שמות תואר,Ktzarim,"Short (m, pl)",adj_ktzarim.wav,2,שמות_תואר,
1543,קצרות,קְצָרוֹת,שמות תואר,Ktzarot,"Short (f, pl)",adj_ktzarot.wav,2,שמות_תואר,
1544,יקר,יָקָר,שמות תואר,Yakar,Expensive (m),adj_yakar.wav,2,שמות_תואר,
1545,יקרה,יְקָרָה,שמות תואר,Yekara,Expensive (f),adj_yekara.wav,2,שמות_תואר,
1546,יקרים,יְקָרִים,שמות תואר,Yekarim,"Expensive (m, pl)",adj_yekarim.wav,2,שמות_תואר,
1547,יקרות,יְקָרוֹת,שמות תואר,Yekarot,"Expensive (f, pl)",adj_yekarot.wav,2,שמות_תואר,
1548,זול,זוֹל,שמות תואר,Zol,Cheap (m),adj_zol.wav,2,שמות_תואר,
1549,זולה,זוֹלָה,שמות תואר,Zola,Cheap (f),adj_zola.wav,2,שמות_תואר,
1550,זולים,זוֹלִים,שמות תואר,Zolim,"Cheap (m, pl)",adj_zolim.wav,2,שמות_תואר,
1551,זולות,זוֹלוֹת,שמות תואר,Zolot,"Cheap (f, pl)",adj_zolot.wav,2,שמות_תואר,
1552,תחת,תַּחַת,מילות יחס,Tachat,Under,prep_tachat.wav,4,מילות_יחס,
1553,מעל,מֵעַל,מילות יחס,Me'al,Above/Over,prep_meal.wav,4,מילות_יחס,
1554,בתוך,בְּתוֹךְ,מילות יחס,Betoch,Inside,prep_betoch.wav,4,מילות_יחס,
1555,מחוץ ל...,מִחוּץ לְ...,מילות יחס,Michutz Le...,Outside of...,prep_michutz_le.wav,4,מילות_יחס,
1556,ליד,לְיַד,מילות יחס,Leyad,Next to/Near,prep_leyad.wav,4,מילות_יחס,
1557,רחוק מ...,רָחוֹק מִ...,מילות יחס,Rachok Mi...,Far from...,prep_rachok_mi.wav,4,מילות_יחס,
1558,מול,מוּל,מילות יחס,Mul,Opposite/Facing,prep_mul.wav,4,מילות_יחס,
1559,בין,בֵּין,מילות יחס,Bein,Between/Among,prep_bein.wav,4,מילות_יחס,
1560,בשביל,בִּשְׁבִיל,מילות יחס,Bishvil,For (the sake of),prep_bishvil.wav,4,מילות_יחס,
1561,בגלל,בִּגְלַל,מילות יחס,Biglal,Because of,prep_biglal.wav,4,מילות_יחס,
1562,לגבי,לְגַבֵּי,מילות יחס,Legabei,Regarding/About,prep_legabei.wav,4,מילות_יחס,
1563,כנגד,כְּנֶגֶד,מילות יחס,Keneged,Against,prep_keneged.wav,4,מילות_יחס,
1564,בעבור,בַּעֲבוּר,מילות יחס,Ba'avur,For,prep_baavur.wav,4,מילות_יחס,
1565,עד,עַד,מילות יחס,Ad,Until/To,prep_ad.wav,4,מילות_יחס,
1566,מ...,מֵ...,מילות יחס,Me...,From...,prep_me.wav,4,מילות_יחס,
1567,שלי,שֶׁלִּי,צורות גוף,Sheli,My/Mine,pronoun_sheli.wav,3,צורות_גוף,
1568,שלך,שֶׁלְּךָ,צורות גוף,Shelcha,Your/Yours (m),pronoun_shelcha.wav,3,צורות_גוף,
1569,שלך,שֶׁלָּךְ,צורות גוף,Shelach,Your/Yours (f),pronoun_shelach.wav,3,צורות_גוף,
1570,שלו,שֶׁלּוֹ,צורות גוף,Shelo,His,pronoun_shelo.wav,3,צורות_גוף,
1571,שלה,שֶׁלָּהּ,צורות גוף,Shelah,Her/Hers,pronoun_shelah.wav,3,צורות_גוף,
1572,שלנו,שֶׁלָּנוּ,צורות גוף,Shelanu,Our/Ours,pronoun_shelanu.wav,3,צורות_גוף,
1573,שלכם,שֶׁלָּכֶם,צורות גוף,Shelachem,Your/Yours (m, pl),3,צורות_גוף,
1574,שלכן,שֶׁלָּכֶן,צורות גוף,Shelachen,Your/Yours (f, pl),3,צורות_גוף,
1575,שלהם,שֶׁלָּהֶם,צורות גוף,Shelahem,Their/Theirs (m, pl),3,צורות_גוף,
1576,שלהן,שֶׁלָּהֶן,צורות גוף,Shelahen,Their/Theirs (f, pl),3,צורות_גוף,
1577,שם פרטי,שֵׁם פְּרָטִי,צירופי מילים,Shem Prati,First Name,combo_shem_prati.wav,4,צירופי_מילים,
1578,שם משפחה,שֵׁם מִשְׁפָּחָה,צירופי מילים,Shem Mishpacha,Last Name,combo_shem_mishpacha.wav,4,צירופי_מילים,
1579,מספר טלפון,מִסְפַּר טֶלֶפוֹן,צירופי מילים,Mispar Telefon,Phone Number,combo_mispar_telefon.wav,4,צירופי_מילים,
1580,כתבת,כְּתֹבֶת,צירופי מילים,Ktovet,Address,combo_ktovet.wav,4,צירופי_מילים,
1581,דאר אלקטרוני,דֹּאַר אֵלֶקְטְרוֹנִי,צירופי מילים,Do'ar Elektroni,Email Address,combo_doar_elektroni.wav,4,צירופי_מילים,
1582,תאריך לדה,תַּאֲרִיךְ לֵדָה,צירופי מילים,Ta'arich Leida,Date of Birth,combo_taarich_leida.wav,4,צירופי_מילים,
1583,ארנק,אַרְנָק,צירופי מילים,Arnak,Wallet,combo_arnak.wav,4,צירופי_מילים,
1584,כספומט,כַּסְפּוֹמָט,צירופי מילים,Kaspomat,ATM,combo_kaspomat.wav,4,צירופי_מילים,
1585,חשבון בנק,חֶשְׁבּוֹן בַּנְק,צירופי מילים,Cheshbon Bank,Bank Account,combo_cheshbon_bank.wav,4,צירופי_מילים,
1586,כרטיס מועדון,כַּרְטִיס מוֹעֲדוֹן,צירופי מילים,Kartis Mo'adon,Membership Card,combo_kartis_moadon.wav,4,צירופי_מילים,
1587,יחשבו,יַחְשְׁבוּ,פעלים - רבים עתיד,Yachshevu,Will think (pl),verb_yachshevu.wav,3,פעלים_-_רבים_עתיד,
1588,ישאלו,יִשְׁאֲלוּ,פעלים - רבים עתיד,Yish'alu,Will ask (pl),verb_yishalu.wav,3,פעלים_-_רבים_עתיד,
1589,יענו,יַעֲנוּ,פעלים - רבים עתיד,Ya'anu,Will answer (pl),verb_yaanu.wav,3,פעלים_-_רבים_עתיד,
1590,יתחילו,יַתְחִילוּ,פעלים - רבים עתיד,Yatchilu,Will start (pl),verb_yatchilu.wav,3,פעלים_-_רבים_עתיד,
1591,יגמרו,יִגְמְרוּ,פעלים - רבים עתיד,Yigmeru,Will finish (pl),verb_yigmeru.wav,3,פעלים_-_רבים_עתיד,
1592,יקבלו,יְקַבְּלוּ,פעלים - רבים עתיד,Yekablu,Will receive (pl),verb_yekablu.wav,3,פעלים_-_רבים_עתיד,
1593,ישלחו,יִשְׁלְחוּ,פעלים - רבים עתיד,Yishlechu,Will send (pl),verb_yishlechu.wav,3,פעלים_-_רבים_עתיד,
1594,יחכו,יְחַכּוּ,פעלים - רבים עתיד,Yechaku,Will wait (pl),verb_yechaku.wav,3,פעלים_-_רבים_עתיד,
1595,יחפשו,יְחַפְּשׂוּ,פעלים - רבים עתיד,Yechapsu,Will search (pl),verb_yechapsu.wav,3,פעלים_-_רבים_עתיד,
1596,ימצאו,יִמְצְאוּ,פעלים - רבים עתיד,Yimtze'u,Will find (pl),verb_yimtzeu.wav,3,פעלים_-_רבים_עתיד,
